,LI_chr,LI_dis,LI_soc,LI_previous
26502,0,50,50,0
26503,0,0,0,1
26504,35.29411765,0,0,0
26505,50,0,30,-0.705882353
26506,50,0,72.5,-1
26507,50,0,115,-1
26508,50,0,157.5,-1
26509,0,0,200,-1
26510,0,0,200,0
26511,0,0,200,0
26512,0,0,200,0
26513,0,50,200,0
26514,0,50,150,1
26515,0,50,100,1
26516,0,50,50,1
26517,0,0,0,1
26518,0,0,0,0
26519,0,0,0,0
26520,0,0,0,0
26521,0,0,0,0
26522,8.823529412,0,0,0
26523,50,0,7.5,-0.176470588
26524,0,0,50,-1
26525,0,0,50,0
26526,0,50,50,0
26527,0,0,0,1
26528,35.29411765,0,0,0
26529,50,0,30,-0.705882353
26530,50,0,72.5,-1
26531,50,0,115,-1
26532,50,0,157.5,-1
26533,0,0,200,-1
26534,0,0,200,0
26535,0,0,200,0
26536,0,0,200,0
26537,0,50,200,0
26538,0,50,150,1
26539,0,50,100,1
26540,0,50,50,1
26541,0,0,0,1
26542,0,0,0,0
26543,0,0,0,0
26544,0,0,0,0
26545,0,0,0,0
26546,0,0,0,0
26547,0,0,0,0
26548,0,0,0,0
26549,0,0,0,0
26550,0,0,0,0
26551,0,0,0,0
26552,35.29411765,0,0,0
26553,50,0,30,-0.705882353
26554,50,0,72.5,-1
26555,50,0,115,-1
26556,50,0,157.5,-1
26557,0,0,200,-1
26558,0,0,200,0
26559,0,0,200,0
26560,0,0,200,0
26561,0,50,200,0
26562,0,50,150,1
26563,0,50,100,1
26564,0,50,50,1
26565,0,0,0,1
26566,0,0,0,0
26567,50,0,0,0
26568,0,0,42.5,-1
26569,0,0,42.5,0
26570,0,0,42.5,0
26571,0,0,42.5,0
26572,8.823529412,0,42.5,0
26573,0,0,50,-0.176470588
26574,0,50,50,0
26575,0,0,0,1
26576,50,0,0,0
26577,50,0,42.5,-1
26578,50,0,85,-1
26579,50,0,127.5,-1
26580,35.29411765,0,170,-1
26581,0,0,200,-0.705882353
26582,0,0,200,0
26583,0,0,200,0
26584,0,0,200,0
26585,0,50,200,0
26586,0,50,150,1
26587,0,50,100,1
26588,0,50,50,1
26589,0,0,0,1
26590,50,0,0,0
26591,50,0,42.5,-1
26592,0,0,85,-1
26593,0,0,85,0
26594,17.64705882,0,85,0
26595,0,0,100,-0.352941176
26596,0,0,100,0
26597,0,0,100,0
26598,0,50,100,0
26599,0,50,50,1
26600,50,0,0,1
26601,50,0,42.5,-1
26602,50,0,85,-1
26603,50,0,127.5,-1
26604,35.29411765,0,170,-1
26605,0,0,200,-0.705882353
26606,0,0,200,0
26607,0,0,200,0
26608,0,0,200,0
26609,0,50,200,0
26610,0,50,150,1
26611,0,50,100,1
26612,0,50,50,1
26613,0,0,0,1
26614,0,0,0,0
26615,0,0,0,0
26616,0,0,0,0
26617,0,0,0,0
26618,17.64705882,0,0,0
26619,50,0,15,-0.352941176
26620,50,0,57.5,-1
26621,0,0,100,-1
26622,0,50,100,0
26623,0,50,50,1
26624,50,0,0,1
26625,50,0,42.5,-1
26626,50,0,85,-1
26627,50,0,127.5,-1
26628,35.29411765,0,170,-1
26629,0,0,200,-0.705882353
26630,0,0,200,0
26631,0,0,200,0
26632,0,50,200,0
26633,0,50,150,1
26634,0,50,100,1
26635,0,50,50,1
26636,0,0,0,1
26637,0,0,0,0
26638,0,0,0,0
26639,0,0,0,0
26640,0,0,0,0
26641,0,0,0,0
26642,8.823529412,0,0,0
26643,50,0,7.5,-0.176470588
26644,0,0,50,-1
26645,0,0,50,0
26646,0,50,50,0
26647,0,0,0,1
26648,50,0,0,0
26649,50,0,42.5,-1
26650,50,0,85,-1
26651,50,0,127.5,-1
26652,35.29411765,0,170,-1
26653,0,0,200,-0.705882353
26654,0,0,200,0
26655,0,0,200,0
26656,0,50,200,0
26657,0,50,150,1
26658,0,50,100,1
26659,0,50,50,1
26660,0,0,0,1
26661,0,0,0,0
26662,0,0,0,0
26663,0,0,0,0
26664,0,0,0,0
26665,0,0,0,0
26666,50,0,0,0
26667,50,0,42.5,-1
26668,50,0,85,-1
26669,0,0,127.5,-1
26670,0,50,127.5,0
26671,0,47.5,77.5,1
26672,50,0,30,0.95
26673,50,0,72.5,-1
26674,50,0,115,-1
26675,50,0,157.5,-1
26676,0,0,200,-1
26677,0,0,200,0
26678,0,0,200,0
26679,0,0,200,0
26680,0,50,200,0
26681,0,50,150,1
26682,0,50,100,1
26683,0,50,50,1
26684,0,0,0,1
26685,0,0,0,0
26686,0,0,0,0
26687,0,0,0,0
26688,0,0,0,0
26689,0,0,0,0
26690,8.823529412,0,0,0
26691,50,0,7.5,-0.176470588
26692,0,0,50,-1
26693,0,0,50,0
26694,0,50,50,0
26695,0,0,0,1
26696,50,0,0,0
26697,50,0,42.5,-1
26698,50,0,85,-1
26699,50,0,127.5,-1
26700,35.29411765,0,170,-1
26701,0,0,200,-0.705882353
26702,0,0,200,0
26703,0,0,200,0
26704,0,50,200,0
26705,0,50,150,1
26706,0,50,100,1
26707,0,50,50,1
26708,0,0,0,1
26709,0,0,0,0
26710,0,0,0,0
26711,0,0,0,0
26712,0,0,0,0
26713,0,0,0,0
26714,0,0,0,0
26715,0,0,0,0
26716,0,0,0,0
26717,0,0,0,0
26718,0,0,0,0
26719,0,0,0,0
26720,35.29411765,0,0,0
26721,50,0,30,-0.705882353
26722,50,0,72.5,-1
26723,50,0,115,-1
26724,50,0,157.5,-1
26725,0,0,200,-1
26726,0,0,200,0
26727,0,0,200,0
26728,0,0,200,0
26729,0,50,200,0
26730,0,50,150,1
26731,0,50,100,1
26732,0,50,50,1
26733,0,0,0,1
26734,0,0,0,0
26735,0,0,0,0
26736,0,0,0,0
26737,0,0,0,0
26738,50,0,0,0
26739,50,0,42.5,-1
26740,17.64705882,0,85,-1
26741,0,0,100,-0.352941176
26742,0,50,100,0
26743,0,50,50,1
26744,35.29411765,0,0,1
26745,50,0,30,-0.705882353
26746,50,0,72.5,-1
26747,50,0,115,-1
26748,50,0,157.5,-1
26749,0,0,200,-1
26750,0,0,200,0
26751,0,0,200,0
26752,0,0,200,0
26753,0,50,200,0
26754,0,50,150,1
26755,0,50,100,1
26756,0,50,50,1
26757,0,0,0,1
26758,0,0,0,0
26759,0,0,0,0
26760,0,0,0,0
26761,50,0,0,0
26762,50,0,42.5,-1
26763,50,0,85,-1
26764,26.47058824,0,127.5,-1
26765,0,50,150,-0.529411765
26766,0,50,100,1
26767,0,50,50,1
26768,50,0,0,1
26769,50,0,42.5,-1
26770,50,0,85,-1
26771,50,0,127.5,-1
26772,35.29411765,0,170,-1
26773,0,0,200,-0.705882353
26774,0,0,200,0
26775,0,0,200,0
26776,0,0,200,0
26777,0,50,200,0
26778,0,50,150,1
26779,0,50,100,1
26780,0,50,50,1
26781,0,0,0,1
26782,0,0,0,0
26783,50,0,0,0
26784,0,0,42.5,-1
26785,0,0,42.5,0
26786,50,0,42.5,0
26787,50,0,85,-1
26788,26.47058824,0,127.5,-1
26789,0,50,150,-0.529411765
26790,0,50,100,1
26791,0,50,50,1
26792,35.29411765,0,0,1
26793,50,0,30,-0.705882353
26794,50,0,72.5,-1
26795,50,0,115,-1
26796,50,0,157.5,-1
26797,0,0,200,-1
26798,0,0,200,0
26799,0,0,200,0
26800,0,0,200,0
26801,0,50,200,0
26802,0,50,150,1
26803,0,50,100,1
26804,0,50,50,1
26805,0,0,0,1
26806,0,0,0,0
26807,0,0,0,0
26808,0,0,0,0
26809,0,0,0,0
26810,50,0,0,0
26811,50,0,42.5,-1
26812,50,0,85,-1
26813,0,27.5,127.5,-1
26814,0,50,100,0.55
26815,0,50,50,1
26816,35.29411765,0,0,1
26817,50,0,30,-0.705882353
26818,50,0,72.5,-1
26819,50,0,115,-1
26820,50,0,157.5,-1
26821,0,0,200,-1
26822,0,0,200,0
26823,0,0,200,0
26824,0,0,200,0
26825,0,50,200,0
26826,0,50,150,1
26827,0,50,100,1
26828,0,50,50,1
26829,0,0,0,1
26830,0,0,0,0
26831,0,0,0,0
26832,0,0,0,0
26833,17.64705882,0,0,0
26834,50,0,15,-0.352941176
26835,50,0,57.5,-1
26836,0,0,100,-1
26837,0,0,100,0
26838,0,50,100,0
26839,0,50,50,1
26840,0,0,0,1
26841,50,0,0,0
26842,50,0,42.5,-1
26843,50,0,85,-1
26844,50,0,127.5,-1
26845,35.29411765,0,170,-1
26846,0,0,200,-0.705882353
26847,0,0,200,0
26848,0,0,200,0
26849,0,50,200,0
26850,0,50,150,1
26851,0,50,100,1
26852,0,50,50,1
26853,0,0,0,1
26854,0,0,0,0
26855,0,0,0,0
26856,0,0,0,0
26857,0,0,0,0
26858,0,0,0,0
26859,0,0,0,0
26860,0,0,0,0
26861,0,0,0,0
26862,0,0,0,0
26863,0,0,0,0
26864,0,0,0,0
26865,50,0,0,0
26866,50,0,42.5,-1
26867,50,0,85,-1
26868,50,0,127.5,-1
26869,35.29411765,0,170,-1
26870,0,0,200,-0.705882353
26871,0,0,200,0
26872,0,0,200,0
26873,0,50,200,0
26874,0,50,150,1
26875,0,50,100,1
26876,0,50,50,1
26877,0,0,0,1
26878,0,0,0,0
26879,0,0,0,0
26880,0,0,0,0
26881,0,0,0,0
26882,0,0,0,0
26883,0,0,0,0
26884,0,0,0,0
26885,0,0,0,0
26886,0,0,0,0
26887,0,0,0,0
26888,35.29411765,0,0,0
26889,50,0,30,-0.705882353
26890,50,0,72.5,-1
26891,50,0,115,-1
26892,50,0,157.5,-1
26893,0,42.5,200,-1
26894,50,0,157.5,0.85
26895,0,0,200,-1
26896,0,0,200,0
26897,0,0,200,0
26898,0,50,200,0
26899,0,50,150,1
26900,0,50,100,1
26901,0,50,50,1
26902,0,0,0,1
26903,0,0,0,0
26904,0,0,0,0
26905,0,0,0,0
26906,50,0,0,0
26907,50,0,42.5,-1
26908,17.64705882,0,85,-1
26909,0,0,100,-0.352941176
26910,0,50,100,0
26911,0,50,50,1
26912,0,0,0,1
26913,50,0,0,0
26914,50,0,42.5,-1
26915,50,0,85,-1
26916,50,0,127.5,-1
26917,35.29411765,0,170,-1
26918,0,0,200,-0.705882353
26919,0,0,200,0
26920,0,0,200,0
26921,0,50,200,0
26922,0,50,150,1
26923,0,50,100,1
26924,0,50,50,1
26925,0,0,0,1
26926,0,0,0,0
26927,8.823529412,0,0,0
26928,0,0,7.5,-0.176470588
26929,0,0,7.5,0
26930,0,0,7.5,0
26931,50,0,7.5,0
26932,0,0,50,-1
26933,0,0,50,0
26934,0,50,50,0
26935,0,0,0,1
26936,0,0,0,0
26937,50,0,0,0
26938,35.29411765,0,42.5,-1
26939,50,0,72.5,-0.705882353
26940,50,0,115,-1
26941,50,0,157.5,-1
26942,0,0,200,-1
26943,0,0,200,0
26944,0,0,200,0
26945,0,50,200,0
26946,0,50,150,1
26947,0,50,100,1
26948,0,50,50,1
26949,0,0,0,1
26950,0,0,0,0
26951,0,0,0,0
26952,0,0,0,0
26953,0,0,0,0
26954,8.823529412,0,0,0
26955,50,0,7.5,-0.176470588
26956,0,0,50,-1
26957,0,0,50,0
26958,0,50,50,0
26959,0,0,0,1
26960,0,0,0,0
26961,50,0,0,0
26962,50,0,42.5,-1
26963,50,0,85,-1
26964,50,0,127.5,-1
26965,35.29411765,0,170,-1
26966,0,0,200,-0.705882353
26967,0,0,200,0
26968,0,0,200,0
26969,0,50,200,0
26970,0,50,150,1
26971,0,50,100,1
26972,0,50,50,1
26973,0,0,0,1
26974,0,0,0,0
26975,0,0,0,0
26976,0,0,0,0
26977,17.64705882,0,0,0
26978,50,0,15,-0.352941176
26979,50,0,57.5,-1
26980,0,0,100,-1
26981,0,0,100,0
26982,0,50,100,0
26983,0,50,50,1
26984,0,0,0,1
26985,0,0,0,0
26986,50,0,0,0
26987,50,0,42.5,-1
26988,50,0,85,-1
26989,50,0,127.5,-1
26990,35.29411765,0,170,-1
26991,0,0,200,-0.705882353
26992,0,0,200,0
26993,0,50,200,0
26994,0,50,150,1
26995,0,50,100,1
26996,0,50,50,1
26997,0,0,0,1
26998,0,0,0,0
26999,0,0,0,0
27000,0,0,0,0
27001,0,0,0,0
27002,50,0,0,0
27003,50,0,42.5,-1
27004,17.64705882,0,85,-1
27005,0,0,100,-0.352941176
27006,0,50,100,0
27007,0,50,50,1
27008,0,0,0,1
27009,50,0,0,0
27010,50,0,42.5,-1
27011,50,0,85,-1
27012,50,0,127.5,-1
27013,0,12.5,170,-1
27014,50,0,157.5,0.25
27015,0,0,200,-1
27016,0,0,200,0
27017,0,50,200,0
27018,0,50,150,1
27019,0,50,100,1
27020,0,50,50,1
27021,0,0,0,1
27022,0,0,0,0
27023,0,0,0,0
27024,0,0,0,0
27025,0,0,0,0
27026,0,0,0,0
27027,0,0,0,0
27028,0,0,0,0
27029,0,0,0,0
27030,0,0,0,0
27031,0,0,0,0
27032,0,0,0,0
27033,50,0,0,0
27034,50,0,42.5,-1
27035,50,0,85,-1
27036,50,0,127.5,-1
27037,35.29411765,0,170,-1
27038,0,0,200,-0.705882353
27039,0,0,200,0
27040,0,0,200,0
27041,0,50,200,0
27042,0,50,150,1
27043,0,50,100,1
27044,0,50,50,1
27045,0,0,0,1
27046,0,0,0,0
27047,0,0,0,0
27048,0,0,0,0
27049,0,0,0,0
27050,0,0,0,0
27051,0,0,0,0
27052,0,0,0,0
27053,0,0,0,0
27054,0,0,0,0
27055,0,0,0,0
27056,0,0,0,0
27057,50,0,0,0
27058,50,0,42.5,-1
27059,50,0,85,-1
27060,50,0,127.5,-1
27061,35.29411765,0,170,-1
27062,0,0,200,-0.705882353
27063,0,0,200,0
27064,0,50,200,0
27065,0,50,150,1
27066,0,50,100,1
27067,0,50,50,1
27068,0,0,0,1
27069,0,0,0,0
27070,0,0,0,0
27071,0,0,0,0
27072,0,0,0,0
27073,0,0,0,0
27074,0,0,0,0
27075,50,0,0,0
27076,8.823529412,0,42.5,-1
27077,0,0,50,-0.176470588
27078,0,0,50,0
27079,0,50,50,0
27080,0,0,0,1
27081,35.29411765,0,0,0
27082,50,0,30,-0.705882353
27083,50,0,72.5,-1
27084,50,0,115,-1
27085,50,0,157.5,-1
27086,0,0,200,-1
27087,0,0,200,0
27088,0,0,200,0
27089,0,50,200,0
27090,0,50,150,1
27091,0,50,100,1
27092,0,50,50,1
27093,0,0,0,1
27094,0,0,0,0
27095,0,0,0,0
27096,0,0,0,0
27097,0,0,0,0
27098,50,0,0,0
27099,0,0,42.5,-1
27100,50,0,42.5,0
27101,0,0,85,-1
27102,0,35,85,0
27103,0,50,50,0.7
27104,0,0,0,1
27105,50,0,0,0
27106,50,0,42.5,-1
27107,50,0,85,-1
27108,50,0,127.5,-1
27109,35.29411765,0,170,-1
27110,0,0,200,-0.705882353
27111,0,0,200,0
27112,0,0,200,0
27113,0,50,200,0
27114,0,50,150,1
27115,0,50,100,1
27116,0,50,50,1
27117,0,0,0,1
27118,0,0,0,0
27119,0,0,0,0
27120,0,0,0,0
27121,50,0,0,0
27122,0,0,42.5,-1
27123,50,0,42.5,0
27124,17.64705882,0,85,-1
27125,0,0,100,-0.352941176
27126,0,50,100,0
27127,0,50,50,1
27128,0,0,0,1
27129,50,0,0,0
27130,50,0,42.5,-1
27131,50,0,85,-1
27132,50,0,127.5,-1
27133,35.29411765,0,170,-1
27134,0,0,200,-0.705882353
27135,0,0,200,0
27136,0,0,200,0
27137,0,50,200,0
27138,0,50,150,1
27139,0,50,100,1
27140,0,50,50,1
27141,0,0,0,1
27142,0,0,0,0
27143,0,0,0,0
27144,0,0,0,0
27145,0,0,0,0
27146,0,0,0,0
27147,50,0,0,0
27148,50,0,42.5,-1
27149,0,0,85,-1
27150,0,35,85,0
27151,0,50,50,0.7
27152,35.29411765,0,0,1
27153,50,0,30,-0.705882353
27154,50,0,72.5,-1
27155,50,0,115,-1
27156,50,0,157.5,-1
27157,0,0,200,-1
27158,0,0,200,0
27159,0,0,200,0
27160,0,50,200,0
27161,0,50,150,1
27162,0,50,100,1
27163,0,50,50,1
27164,0,0,0,1
27165,0,0,0,0
27166,0,0,0,0
27167,0,0,0,0
27168,0,0,0,0
27169,0,0,0,0
27170,0,0,0,0
27171,0,0,0,0
27172,50,0,0,0
27173,8.823529412,0,42.5,-1
27174,0,0,50,-0.176470588
27175,0,50,50,0
27176,0,0,0,1
27177,50,0,0,0
27178,50,0,42.5,-1
27179,50,0,85,-1
27180,50,0,127.5,-1
27181,35.29411765,0,170,-1
27182,0,0,200,-0.705882353
27183,0,0,200,0
27184,0,0,200,0
27185,0,50,200,0
27186,0,50,150,1
27187,0,50,100,1
27188,0,50,50,1
27189,0,0,0,1
27190,0,0,0,0
27191,0,0,0,0
27192,0,0,0,0
27193,50,0,0,0
27194,50,0,42.5,-1
27195,50,0,85,-1
27196,0,0,127.5,-1
27197,0,50,127.5,0
27198,0,27.5,77.5,1
27199,0,50,50,0.55
27200,0,0,0,1
27201,50,0,0,0
27202,50,0,42.5,-1
27203,50,0,85,-1
27204,50,0,127.5,-1
27205,35.29411765,0,170,-1
27206,0,0,200,-0.705882353
27207,0,0,200,0
27208,0,0,200,0
27209,0,50,200,0
27210,0,50,150,1
27211,0,50,100,1
27212,0,50,50,1
27213,0,0,0,1
27214,0,0,0,0
27215,0,0,0,0
27216,0,0,0,0
27217,0,0,0,0
27218,50,0,0,0
27219,0,0,42.5,-1
27220,0,0,42.5,0
27221,0,0,42.5,0
27222,0,42.5,42.5,0
27223,0,0,0,0.85
27224,0,0,0,0
27225,50,0,0,0
27226,50,0,42.5,-1
27227,50,0,85,-1
27228,50,0,127.5,-1
27229,0,12.5,170,-1
27230,50,0,157.5,0.25
27231,0,0,200,-1
27232,0,0,200,0
27233,0,50,200,0
27234,0,50,150,1
27235,0,50,100,1
27236,0,50,50,1
27237,0,0,0,1
27238,0,0,0,0
27239,0,0,0,0
27240,0,0,0,0
27241,0,0,0,0
27242,8.823529412,0,0,0
27243,50,0,7.5,-0.176470588
27244,0,0,50,-1
27245,0,0,50,0
27246,0,50,50,0
27247,0,0,0,1
27248,0,0,0,0
27249,0,0,0,0
27250,50,0,0,0
27251,50,0,42.5,-1
27252,50,0,85,-1
27253,50,0,127.5,-1
27254,35.29411765,0,170,-1
27255,0,0,200,-0.705882353
27256,0,0,200,0
27257,0,50,200,0
27258,0,50,150,1
27259,0,50,100,1
27260,0,50,50,1
27261,0,0,0,1
27262,0,0,0,0
27263,0,0,0,0
27264,0,0,0,0
27265,0,0,0,0
27266,17.64705882,0,0,0
27267,50,0,15,-0.352941176
27268,50,0,57.5,-1
27269,0,0,100,-1
27270,0,50,100,0
27271,0,50,50,1
27272,50,0,0,1
27273,50,0,42.5,-1
27274,0,50,85,-1
27275,50,0,35,1
27276,50,0,77.5,-1
27277,44.11764706,0,120,-1
27278,0,0,157.5,-0.882352941
27279,50,0,157.5,0
27280,0,0,200,-1
27281,0,50,200,0
27282,0,50,150,1
27283,0,50,100,1
27284,0,50,50,1
27285,0,0,0,1
27286,0,0,0,0
27287,0,0,0,0
27288,0,0,0,0
27289,0,0,0,0
27290,17.64705882,0,0,0
27291,50,0,15,-0.352941176
27292,50,0,57.5,-1
27293,0,0,100,-1
27294,0,50,100,0
27295,0,50,50,1
27296,0,0,0,1
27297,0,0,0,0
27298,35.29411765,0,0,0
27299,50,0,30,-0.705882353
27300,50,0,72.5,-1
27301,50,0,115,-1
27302,50,0,157.5,-1
27303,0,0,200,-1
27304,0,0,200,0
27305,0,50,200,0
27306,0,50,150,1
27307,0,50,100,1
27308,0,50,50,1
27309,0,0,0,1
27310,0,0,0,0
27311,0,0,0,0
27312,0,0,0,0
27313,26.47058824,0,0,0
27314,50,0,22.5,-0.529411765
27315,50,0,65,-1
27316,50,0,107.5,-1
27317,0,0,150,-1
27318,0,50,150,0
27319,0,50,100,1
27320,0,50,50,1
27321,0,0,0,1
27322,50,0,0,0
27323,50,0,42.5,-1
27324,50,0,85,-1
27325,50,0,127.5,-1
27326,35.29411765,0,170,-1
27327,0,0,200,-0.705882353
27328,0,0,200,0
27329,0,50,200,0
27330,0,50,150,1
27331,0,50,100,1
27332,0,50,50,1
27333,0,0,0,1
27334,0,0,0,0
27335,0,0,0,0
27336,0,0,0,0
27337,0,0,0,0
27338,50,0,0,0
27339,50,0,42.5,-1
27340,17.64705882,0,85,-1
27341,0,0,100,-0.352941176
27342,0,50,100,0
27343,0,50,50,1
27344,0,0,0,1
27345,0,0,0,0
27346,0,0,0,0
27347,50,0,0,0
27348,50,0,42.5,-1
27349,50,0,85,-1
27350,50,0,127.5,-1
27351,35.29411765,0,170,-1
27352,0,0,200,-0.705882353
27353,0,50,200,0
27354,0,50,150,1
27355,0,50,100,1
27356,0,50,50,1
27357,0,0,0,1
27358,0,0,0,0
27359,0,0,0,0
27360,0,0,0,0
27361,50,0,0,0
27362,0,0,42.5,-1
27363,0,0,42.5,0
27364,8.823529412,0,42.5,0
27365,0,0,50,-0.176470588
27366,0,50,50,0
27367,0,0,0,1
27368,0,0,0,0
27369,35.29411765,0,0,0
27370,50,0,30,-0.705882353
27371,50,0,72.5,-1
27372,50,0,115,-1
27373,50,0,157.5,-1
27374,0,0,200,-1
27375,0,0,200,0
27376,0,0,200,0
27377,0,50,200,0
27378,0,50,150,1
27379,0,50,100,1
27380,0,50,50,1
27381,0,0,0,1
27382,0,0,0,0
27383,0,0,0,0
27384,0,0,0,0
27385,0,0,0,0
27386,0,0,0,0
27387,0,0,0,0
27388,0,0,0,0
27389,0,0,0,0
27390,0,0,0,0
27391,0,0,0,0
27392,0,0,0,0
27393,0,0,0,0
27394,35.29411765,0,0,0
27395,50,0,30,-0.705882353
27396,50,0,72.5,-1
27397,50,0,115,-1
27398,50,0,157.5,-1
27399,0,0,200,-1
27400,0,0,200,0
27401,0,50,200,0
27402,0,50,150,1
27403,0,50,100,1
27404,0,50,50,1
27405,0,0,0,1
27406,0,0,0,0
27407,0,0,0,0
27408,0,0,0,0
27409,0,0,0,0
27410,17.64705882,0,0,0
27411,50,0,15,-0.352941176
27412,50,0,57.5,-1
27413,0,0,100,-1
27414,0,50,100,0
27415,0,50,50,1
27416,0,0,0,1
27417,0,0,0,0
27418,50,0,0,0
27419,50,0,42.5,-1
27420,50,0,85,-1
27421,50,0,127.5,-1
27422,35.29411765,0,170,-1
27423,0,0,200,-0.705882353
27424,0,0,200,0
27425,0,50,200,0
27426,0,50,150,1
27427,0,50,100,1
27428,0,50,50,1
27429,0,0,0,1
27430,0,0,0,0
27431,0,0,0,0
27432,0,0,0,0
27433,0,0,0,0
27434,0,0,0,0
27435,50,0,0,0
27436,8.823529412,0,42.5,-1
27437,0,0,50,-0.176470588
27438,0,0,50,0
27439,0,50,50,0
27440,0,0,0,1
27441,0,0,0,0
27442,50,0,0,0
27443,50,0,42.5,-1
27444,50,0,85,-1
27445,50,0,127.5,-1
27446,35.29411765,0,170,-1
27447,0,0,200,-0.705882353
27448,0,0,200,0
27449,0,50,200,0
27450,0,50,150,1
27451,0,50,100,1
27452,0,50,50,1
27453,0,0,0,1
27454,0,0,0,0
27455,0,0,0,0
27456,0,0,0,0
27457,0,0,0,0
27458,17.64705882,0,0,0
27459,50,0,15,-0.352941176
27460,50,0,57.5,-1
27461,0,0,100,-1
27462,0,50,100,0
27463,0,50,50,1
27464,0,0,0,1
27465,0,0,0,0
27466,50,0,0,0
27467,50,0,42.5,-1
27468,50,0,85,-1
27469,50,0,127.5,-1
27470,35.29411765,0,170,-1
27471,0,0,200,-0.705882353
27472,0,0,200,0
27473,0,50,200,0
27474,0,50,150,1
27475,0,50,100,1
27476,0,50,50,1
27477,0,0,0,1
27478,0,0,0,0
27479,0,0,0,0
27480,0,0,0,0
27481,50,0,0,0
27482,0,0,42.5,-1
27483,50,0,42.5,0
27484,17.64705882,0,85,-1
27485,0,0,100,-0.352941176
27486,0,50,100,0
27487,0,50,50,1
27488,0,0,0,1
27489,0,0,0,0
27490,50,0,0,0
27491,50,0,42.5,-1
27492,50,0,85,-1
27493,35.29411765,0,127.5,-1
27494,50,0,157.5,-0.705882353
27495,0,0,200,-1
27496,0,0,200,0
27497,0,50,200,0
27498,0,50,150,1
27499,0,50,100,1
27500,0,50,50,1
27501,0,0,0,1
27502,0,0,0,0
27503,0,0,0,0
27504,0,0,0,0
27505,0,0,0,0
27506,50,0,0,0
27507,50,0,42.5,-1
27508,17.64705882,0,85,-1
27509,0,0,100,-0.352941176
27510,0,0,100,0
27511,0,50,100,0
27512,0,50,50,1
27513,0,0,0,1
27514,35.29411765,0,0,0
27515,50,0,30,-0.705882353
27516,50,0,72.5,-1
27517,50,0,115,-1
27518,50,0,157.5,-1
27519,0,0,200,-1
27520,0,0,200,0
27521,0,50,200,0
27522,0,50,150,1
27523,0,50,100,1
27524,0,50,50,1
27525,0,0,0,1
27526,0,0,0,0
27527,0,0,0,0
27528,0,0,0,0
27529,0,0,0,0
27530,0,0,0,0
27531,50,0,0,0
27532,8.823529412,0,42.5,-1
27533,0,0,50,-0.176470588
27534,0,0,50,0
27535,0,50,50,0
27536,0,0,0,1
27537,0,0,0,0
27538,50,0,0,0
27539,50,0,42.5,-1
27540,50,0,85,-1
27541,50,0,127.5,-1
27542,35.29411765,0,170,-1
27543,0,0,200,-0.705882353
27544,0,0,200,0
27545,0,50,200,0
27546,0,50,150,1
27547,0,50,100,1
27548,0,50,50,1
27549,0,0,0,1
27550,0,0,0,0
27551,0,0,0,0
27552,0,0,0,0
27553,0,0,0,0
27554,0,0,0,0
27555,50,0,0,0
27556,0,0,42.5,-1
27557,0,0,42.5,0
27558,0,0,42.5,0
27559,0,42.5,42.5,0
27560,0,0,0,0.85
27561,0,0,0,0
27562,50,0,0,0
27563,50,0,42.5,-1
27564,50,0,85,-1
27565,50,0,127.5,-1
27566,35.29411765,0,170,-1
27567,0,0,200,-0.705882353
27568,0,0,200,0
27569,0,50,200,0
27570,0,50,150,1
27571,0,50,100,1
27572,0,50,50,1
27573,0,0,0,1
27574,0,0,0,0
27575,0,0,0,0
27576,0,0,0,0
27577,0,0,0,0
27578,17.64705882,0,0,0
27579,50,0,15,-0.352941176
27580,50,0,57.5,-1
27581,0,0,100,-1
27582,0,50,100,0
27583,0,50,50,1
27584,0,0,0,1
27585,0,0,0,0
27586,50,0,0,0
27587,50,0,42.5,-1
27588,50,0,85,-1
27589,50,0,127.5,-1
27590,35.29411765,0,170,-1
27591,0,0,200,-0.705882353
27592,0,0,200,0
27593,0,50,200,0
27594,0,50,150,1
27595,0,50,100,1
27596,0,50,50,1
27597,0,0,0,1
27598,0,0,0,0
27599,0,0,0,0
27600,0,0,0,0
27601,50,0,0,0
27602,50,0,42.5,-1
27603,50,0,85,-1
27604,26.47058824,0,127.5,-1
27605,0,0,150,-0.529411765
27606,0,50,150,0
27607,0,50,100,1
27608,0,50,50,1
27609,0,0,0,1
27610,50,0,0,0
27611,50,0,42.5,-1
27612,50,0,85,-1
27613,50,0,127.5,-1
27614,35.29411765,0,170,-1
27615,0,0,200,-0.705882353
27616,0,0,200,0
27617,0,50,200,0
27618,0,50,150,1
27619,0,50,100,1
27620,0,50,50,1
27621,0,0,0,1
27622,0,0,0,0
27623,0,0,0,0
27624,0,0,0,0
27625,0,0,0,0
27626,17.64705882,0,0,0
27627,50,0,15,-0.352941176
27628,50,0,57.5,-1
27629,0,0,100,-1
27630,0,50,100,0
27631,0,50,50,1
27632,0,0,0,1
27633,50,0,0,0
27634,0,0,42.5,-1
27635,35.29411765,0,42.5,0
27636,50,0,72.5,-0.705882353
27637,50,0,115,-1
27638,50,0,157.5,-1
27639,0,0,200,-1
27640,0,0,200,0
27641,0,50,200,0
27642,0,50,150,1
27643,0,50,100,1
27644,0,50,50,1
27645,0,0,0,1
27646,0,0,0,0
27647,0,0,0,0
