,LI_chr,LI_dis,LI_soc,LI_previous
4057,50,0,0,0
4058,50,0,42.5,-1
4059,50,0,85,-1
4060,26.47058824,0,127.5,-1
4061,0,50,150,-0.529411765
4062,0,50,100,1
4063,0,50,50,1
4064,0,0,0,1
4065,0,0,0,0
4066,0,0,0,0
4067,50,0,0,0
4068,50,0,42.5,-1
4069,50,0,85,-1
4070,50,0,127.5,-1
4071,35.29411765,0,170,-1
4072,0,0,200,-0.705882353
4073,0,0,200,0
4074,0,50,200,0
4075,0,50,150,1
4076,0,50,100,1
4077,0,50,50,1
4078,0,0,0,1
4079,0,0,0,0
4080,0,0,0,0
4081,50,0,0,0
4082,50,0,42.5,-1
4083,50,0,85,-1
4084,50,0,127.5,-1
4085,0,20,170,-1
4086,0,50,150,0.4
4087,0,50,100,1
4088,0,50,50,1
4089,0,0,0,1
4090,0,0,0,0
4091,50,0,0,0
4092,50,0,42.5,-1
4093,50,0,85,-1
4094,50,0,127.5,-1
4095,35.29411765,0,170,-1
4096,0,0,200,-0.705882353
4097,0,0,200,0
4098,0,50,200,0
4099,0,50,150,1
4100,0,50,100,1
4101,0,50,50,1
4102,0,0,0,1
4103,0,0,0,0
4104,35.29411765,0,0,0
4105,50,0,30,-0.705882353
4106,50,0,72.5,-1
4107,50,0,115,-1
4108,50,0,157.5,-1
4109,0,50,200,-1
4110,0,50,150,1
4111,0,50,100,1
4112,0,50,50,1
4113,0,0,0,1
4114,35.29411765,0,0,0
4115,50,0,30,-0.705882353
4116,50,0,72.5,-1
4117,50,0,115,-1
4118,50,0,157.5,-1
4119,0,0,200,-1
4120,0,0,200,0
4121,0,0,200,0
4122,0,50,200,0
4123,0,50,150,1
4124,0,50,100,1
4125,0,50,50,1
4126,0,0,0,1
4127,0,0,0,0
4128,35.29411765,0,0,0
4129,50,0,30,-0.705882353
4130,50,0,72.5,-1
4131,50,0,115,-1
4132,50,0,157.5,-1
4133,0,0,200,-1
4134,0,50,200,0
4135,0,50,150,1
4136,0,50,100,1
4137,0,0,50,1
4138,0,0,50,0
4139,0,0,50,0
4140,26.47058824,0,50,0
4141,50,0,72.5,-0.529411765
4142,50,0,115,-1
4143,50,0,157.5,-1
4144,0,0,200,-1
4145,0,0,200,0
4146,0,50,200,0
4147,0,50,150,1
4148,0,50,100,1
4149,0,50,50,1
4150,0,0,0,1
4151,0,0,0,0
4152,50,0,0,0
4153,50,0,42.5,-1
4154,50,0,85,-1
4155,50,0,127.5,-1
4156,0,0,170,-1
4157,0,20,170,0
4158,0,50,150,0.4
4159,0,50,100,1
4160,0,50,50,1
4161,0,0,0,1
4162,0,0,0,0
4163,50,0,0,0
4164,50,0,42.5,-1
4165,50,0,85,-1
4166,50,0,127.5,-1
4167,35.29411765,0,170,-1
4168,0,0,200,-0.705882353
4169,0,0,200,0
4170,0,50,200,0
4171,0,50,150,1
4172,0,50,100,1
4173,0,50,50,1
4174,0,0,0,1
4175,0,0,0,0
4176,0,0,0,0
4177,0,0,0,0
4178,0,0,0,0
4179,0,0,0,0
4180,0,0,0,0
4181,0,0,0,0
4182,0,0,0,0
4183,0,0,0,0
4184,0,0,0,0
4185,0,0,0,0
4186,0,0,0,0
4187,0,0,0,0
4188,50,0,0,0
4189,50,0,42.5,-1
4190,50,0,85,-1
4191,50,0,127.5,-1
4192,35.29411765,0,170,-1
4193,0,0,200,-0.705882353
4194,0,50,200,0
4195,0,50,150,1
4196,0,50,100,1
4197,0,50,50,1
4198,0,0,0,1
4199,0,0,0,0
4200,0,0,0,0
4201,0,0,0,0
4202,0,0,0,0
4203,0,0,0,0
4204,0,0,0,0
4205,0,0,0,0
4206,0,0,0,0
4207,0,0,0,0
4208,0,0,0,0
4209,50,0,0,0
4210,0,42.5,42.5,-1
4211,35.29411765,0,0,0.85
4212,50,0,30,-0.705882353
4213,50,0,72.5,-1
4214,50,0,115,-1
4215,50,0,157.5,-1
4216,0,0,200,-1
4217,0,0,200,0
4218,0,50,200,0
4219,0,50,150,1
4220,0,50,100,1
4221,0,50,50,1
4222,0,0,0,1
4223,0,0,0,0
4224,50,0,0,0
4225,50,0,42.5,-1
4226,50,0,85,-1
4227,50,0,127.5,-1
4228,35.29411765,0,170,-1
4229,0,50,200,-0.705882353
4230,0,50,150,1
4231,0,50,100,1
4232,0,50,50,1
4233,0,0,0,1
4234,0,0,0,0
4235,0,0,0,0
4236,50,0,0,0
4237,50,0,42.5,-1
4238,50,0,85,-1
4239,50,0,127.5,-1
4240,35.29411765,0,170,-1
4241,0,0,200,-0.705882353
4242,0,50,200,0
4243,0,50,150,1
4244,0,50,100,1
4245,0,50,50,1
4246,0,0,0,1
4247,0,0,0,0
4248,50,0,0,0
4249,50,0,42.5,-1
4250,26.47058824,0,85,-1
4251,50,0,107.5,-0.529411765
4252,0,0,150,-1
4253,0,50,150,0
4254,0,50,100,1
4255,0,50,50,1
4256,0,0,0,1
4257,0,0,0,0
4258,0,0,0,0
4259,50,0,0,0
4260,50,0,42.5,-1
4261,35.29411765,0,85,-1
4262,50,0,115,-0.705882353
4263,50,0,157.5,-1
4264,0,0,200,-1
4265,0,0,200,0
4266,0,50,200,0
4267,0,50,150,1
4268,0,50,100,1
4269,0,50,50,1
4270,0,0,0,1
4271,0,0,0,0
4272,0,0,0,0
4273,50,0,0,0
4274,50,0,42.5,-1
4275,50,0,85,-1
4276,26.47058824,0,127.5,-1
4277,0,50,150,-0.529411765
4278,0,50,100,1
4279,0,50,50,1
4280,0,0,0,1
4281,0,0,0,0
4282,35.29411765,0,0,0
4283,50,0,30,-0.705882353
4284,50,0,72.5,-1
4285,50,0,115,-1
4286,50,0,157.5,-1
4287,0,0,200,-1
4288,0,0,200,0
4289,0,0,200,0
4290,0,50,200,0
4291,0,50,150,1
4292,0,50,100,1
4293,0,50,50,1
4294,0,0,0,1
4295,50,0,0,0
4296,0,0,42.5,-1
4297,0,0,42.5,0
4298,17.64705882,0,42.5,0
4299,50,0,57.5,-0.352941176
4300,0,0,100,-1
4301,0,0,100,0
4302,0,50,100,0
4303,0,50,50,1
4304,0,0,0,1
4305,0,0,0,0
4306,50,0,0,0
4307,50,0,42.5,-1
4308,50,0,85,-1
4309,50,0,127.5,-1
4310,35.29411765,0,170,-1
4311,0,0,200,-0.705882353
4312,0,0,200,0
4313,0,0,200,0
4314,0,50,200,0
4315,0,50,150,1
4316,0,50,100,1
4317,0,50,50,1
4318,0,0,0,1
4319,0,0,0,0
4320,17.64705882,0,0,0
4321,0,0,15,-0.352941176
4322,50,0,15,0
4323,50,0,57.5,-1
4324,0,0,100,-1
4325,0,0,100,0
4326,0,50,100,0
4327,0,50,50,1
4328,0,0,0,1
4329,0,0,0,0
4330,35.29411765,0,0,0
4331,50,0,30,-0.705882353
4332,50,0,72.5,-1
4333,50,0,115,-1
4334,50,0,157.5,-1
4335,0,0,200,-1
4336,0,0,200,0
4337,0,0,200,0
4338,0,50,200,0
4339,0,50,150,1
4340,0,50,100,1
4341,0,50,50,1
4342,0,0,0,1
4343,0,0,0,0
4344,0,0,0,0
4345,0,0,0,0
4346,0,0,0,0
4347,0,0,0,0
4348,0,0,0,0
4349,0,0,0,0
4350,0,0,0,0
4351,0,0,0,0
4352,0,0,0,0
4353,0,0,0,0
4354,0,0,0,0
4355,50,0,0,0
4356,50,0,42.5,-1
4357,50,0,85,-1
4358,50,0,127.5,-1
4359,35.29411765,0,170,-1
4360,0,0,200,-0.705882353
4361,0,0,200,0
4362,0,50,200,0
4363,0,50,150,1
4364,0,50,100,1
4365,0,50,50,1
4366,0,0,0,1
4367,0,0,0,0
4368,0,0,0,0
4369,0,0,0,0
4370,0,0,0,0
4371,50,0,0,0
4372,8.823529412,0,42.5,-1
4373,0,0,50,-0.176470588
4374,0,50,50,0
4375,0,0,0,1
4376,0,0,0,0
4377,0,0,0,0
4378,35.29411765,0,0,0
4379,50,0,30,-0.705882353
4380,50,0,72.5,-1
4381,50,0,115,-1
4382,50,0,157.5,-1
4383,0,0,200,-1
4384,0,0,200,0
4385,0,0,200,0
4386,0,50,200,0
4387,0,50,150,1
4388,0,50,100,1
4389,0,50,50,1
4390,0,0,0,1
4391,0,0,0,0
4392,50,0,0,0
4393,50,0,42.5,-1
4394,50,0,85,-1
4395,50,0,127.5,-1
4396,35.29411765,0,170,-1
4397,0,50,200,-0.705882353
4398,0,50,150,1
4399,0,50,100,1
4400,0,50,50,1
4401,0,0,0,1
4402,0,0,0,0
4403,35.29411765,0,0,0
4404,50,0,30,-0.705882353
4405,50,0,72.5,-1
4406,50,0,115,-1
4407,50,0,157.5,-1
4408,0,0,200,-1
4409,0,0,200,0
4410,0,50,200,0
4411,0,50,150,1
4412,0,50,100,1
4413,0,50,50,1
4414,0,0,0,1
4415,0,0,0,0
4416,17.64705882,0,0,0
4417,0,0,15,-0.352941176
4418,50,0,15,0
4419,50,0,57.5,-1
4420,0,0,100,-1
4421,0,0,100,0
4422,0,50,100,0
4423,0,50,50,1
4424,0,0,0,1
4425,0,0,0,0
4426,50,0,0,0
4427,50,0,42.5,-1
4428,50,0,85,-1
4429,50,0,127.5,-1
4430,35.29411765,0,170,-1
4431,0,0,200,-0.705882353
4432,0,0,200,0
4433,0,0,200,0
4434,0,50,200,0
4435,0,50,150,1
4436,0,50,100,1
4437,0,50,50,1
4438,0,0,0,1
4439,0,0,0,0
4440,0,0,0,0
4441,0,0,0,0
4442,50,0,0,0
4443,50,0,42.5,-1
4444,17.64705882,0,85,-1
4445,0,0,100,-0.352941176
4446,0,50,100,0
4447,0,50,50,1
4448,0,0,0,1
4449,0,0,0,0
4450,0,0,0,0
4451,50,0,0,0
4452,50,0,42.5,-1
4453,50,0,85,-1
4454,50,0,127.5,-1
4455,0,0,170,-1
4456,35.29411765,0,170,0
4457,0,0,200,-0.705882353
4458,0,50,200,0
4459,0,50,150,1
4460,0,50,100,1
4461,0,50,50,1
4462,0,0,0,1
4463,0,0,0,0
4464,0,0,0,0
4465,50,0,0,0
4466,50,0,42.5,-1
4467,50,0,85,-1
4468,26.47058824,0,127.5,-1
4469,0,50,150,-0.529411765
4470,0,50,100,1
4471,0,50,50,1
4472,0,0,0,1
4473,0,0,0,0
4474,50,0,0,0
4475,35.29411765,0,42.5,-1
4476,50,0,72.5,-0.705882353
4477,50,0,115,-1
4478,50,0,157.5,-1
4479,0,0,200,-1
4480,0,0,200,0
4481,0,0,200,0
4482,0,50,200,0
4483,0,50,150,1
4484,0,50,100,1
4485,0,50,50,1
4486,0,0,0,1
4487,0,0,0,0
4488,0,0,0,0
4489,50,0,0,0
4490,50,0,42.5,-1
4491,50,0,85,-1
4492,50,0,127.5,-1
4493,0,20,170,-1
4494,0,50,150,0.4
4495,0,50,100,1
4496,0,50,50,1
4497,0,0,0,1
4498,0,0,0,0
4499,50,0,0,0
4500,50,0,42.5,-1
4501,50,0,85,-1
4502,50,0,127.5,-1
4503,35.29411765,0,170,-1
4504,0,0,200,-0.705882353
4505,0,0,200,0
4506,0,50,200,0
4507,0,50,150,1
4508,0,50,100,1
4509,0,50,50,1
4510,0,0,0,1
4511,0,0,0,0
4512,0,0,0,0
4513,0,0,0,0
4514,0,0,0,0
4515,50,0,0,0
4516,8.823529412,0,42.5,-1
4517,0,0,50,-0.176470588
4518,0,50,50,0
4519,0,0,0,1
4520,0,0,0,0
4521,0,0,0,0
4522,0,0,0,0
4523,35.29411765,0,0,0
4524,50,0,30,-0.705882353
4525,50,0,72.5,-1
4526,50,0,115,-1
4527,50,0,157.5,-1
4528,0,0,200,-1
4529,0,0,200,0
4530,0,50,200,0
4531,0,50,150,1
4532,0,50,100,1
4533,0,50,50,1
4534,0,0,0,1
4535,0,0,0,0
4536,0,0,0,0
4537,0,0,0,0
4538,0,0,0,0
4539,0,0,0,0
4540,0,0,0,0
4541,0,0,0,0
4542,0,0,0,0
4543,0,0,0,0
4544,0,0,0,0
4545,0,0,0,0
4546,35.29411765,0,0,0
4547,50,0,30,-0.705882353
4548,50,0,72.5,-1
4549,50,0,115,-1
4550,50,0,157.5,-1
4551,0,0,200,-1
4552,0,0,200,0
4553,0,0,200,0
4554,0,50,200,0
4555,0,50,150,1
4556,0,50,100,1
4557,0,50,50,1
4558,0,0,0,1
4559,11.76470588,0,0,0
4560,50,0,10,-0.235294118
4561,50,0,52.5,-1
4562,50,0,95,-1
4563,50,0,137.5,-1
4564,0,0,180,-1
4565,0,50,180,0
4566,0,50,130,1
4567,0,50,80,1
4568,0,0,30,1
4569,50,0,30,0
4570,50,0,72.5,-1
4571,50,0,115,-1
4572,50,0,157.5,-1
4573,0,0,200,-1
4574,0,0,200,0
4575,0,0,200,0
4576,0,0,200,0
4577,0,0,200,0
4578,0,50,200,0
4579,0,50,150,1
4580,0,50,100,1
4581,0,50,50,1
4582,0,0,0,1
4583,0,0,0,0
4584,50,0,0,0
4585,50,0,42.5,-1
4586,50,0,85,-1
4587,50,0,127.5,-1
4588,35.29411765,0,170,-1
4589,0,27.5,200,-0.705882353
4590,0,50,172.5,0.55
4591,0,50,122.5,1
4592,50,0,72.5,1
4593,50,0,115,-1
4594,0,0,157.5,-1
4595,0,0,157.5,0
4596,0,0,157.5,0
4597,50,0,157.5,0
4598,0,0,200,-1
4599,0,0,200,0
4600,0,0,200,0
4601,0,0,200,0
4602,0,50,200,0
4603,0,50,150,1
4604,0,50,100,1
4605,0,50,50,1
4606,0,0,0,1
4607,0,0,0,0
4608,0,0,0,0
4609,26.47058824,0,0,0
4610,50,0,22.5,-0.529411765
4611,50,0,65,-1
4612,50,0,107.5,-1
4613,0,50,150,-1
4614,0,50,100,1
4615,0,50,50,1
4616,0,0,0,1
4617,0,0,0,0
4618,0,0,0,0
4619,50,0,0,0
4620,50,0,42.5,-1
4621,50,0,85,-1
4622,50,0,127.5,-1
4623,35.29411765,0,170,-1
4624,0,0,200,-0.705882353
4625,0,0,200,0
4626,0,50,200,0
4627,0,50,150,1
4628,0,50,100,1
4629,0,50,50,1
4630,0,0,0,1
4631,0,0,0,0
4632,0,0,0,0
4633,50,0,0,0
4634,50,0,42.5,-1
4635,50,0,85,-1
4636,26.47058824,0,127.5,-1
4637,0,50,150,-0.529411765
4638,0,50,100,1
4639,0,50,50,1
4640,0,0,0,1
4641,0,0,0,0
4642,0,0,0,0
4643,50,0,0,0
4644,50,0,42.5,-1
4645,50,0,85,-1
4646,50,0,127.5,-1
4647,35.29411765,0,170,-1
4648,0,0,200,-0.705882353
4649,0,0,200,0
4650,0,50,200,0
4651,0,50,150,1
4652,0,50,100,1
4653,0,50,50,1
4654,0,0,0,1
4655,26.47058824,0,0,0
4656,0,0,22.5,-0.529411765
4657,50,0,22.5,0
4658,50,0,65,-1
4659,50,0,107.5,-1
4660,0,0,150,-1
4661,0,50,150,0
4662,0,50,100,1
4663,0,50,50,1
4664,0,0,0,1
4665,0,0,0,0
4666,35.29411765,0,0,0
4667,50,0,30,-0.705882353
4668,50,0,72.5,-1
4669,50,0,115,-1
4670,50,0,157.5,-1
4671,0,0,200,-1
4672,0,0,200,0
4673,0,0,200,0
4674,0,50,200,0
4675,0,50,150,1
4676,0,50,100,1
4677,0,50,50,1
4678,0,0,0,1
4679,0,0,0,0
4680,0,0,0,0
4681,0,0,0,0
4682,50,0,0,0
4683,8.823529412,0,42.5,-1
4684,0,0,50,-0.176470588
4685,0,0,50,0
4686,0,50,50,0
4687,0,0,0,1
4688,0,0,0,0
4689,0,0,0,0
4690,50,0,0,0
4691,50,0,42.5,-1
4692,50,0,85,-1
4693,50,0,127.5,-1
4694,35.29411765,0,170,-1
4695,0,0,200,-0.705882353
4696,0,0,200,0
4697,0,0,200,0
4698,0,50,200,0
4699,0,50,150,1
4700,0,50,100,1
4701,0,50,50,1
4702,0,0,0,1
4703,0,0,0,0
4704,0,0,0,0
4705,0,0,0,0
4706,0,0,0,0
4707,0,0,0,0
4708,0,0,0,0
4709,0,0,0,0
4710,0,0,0,0
4711,0,0,0,0
4712,0,0,0,0
4713,0,0,0,0
4714,0,0,0,0
4715,50,0,0,0
4716,50,0,42.5,-1
4717,50,0,85,-1
4718,50,0,127.5,-1
4719,35.29411765,0,170,-1
4720,0,0,200,-0.705882353
4721,0,0,200,0
4722,0,50,200,0
4723,0,50,150,1
4724,0,50,100,1
4725,0,50,50,1
4726,0,0,0,1
4727,0,0,0,0
4728,50,0,0,0
4729,50,0,42.5,-1
4730,50,0,85,-1
4731,50,0,127.5,-1
4732,0,0,170,-1
4733,0,50,170,0
4734,0,50,120,1
4735,0,50,70,1
4736,0,20,20,1
4737,0,0,0,0.4
4738,0,0,0,0
4739,0,0,0,0
4740,50,0,0,0
4741,50,0,42.5,-1
4742,50,0,85,-1
4743,50,0,127.5,-1
4744,35.29411765,0,170,-1
4745,0,0,200,-0.705882353
4746,0,50,200,0
4747,0,50,150,1
4748,0,50,100,1
4749,0,50,50,1
4750,0,0,0,1
4751,0,0,0,0
4752,0,0,0,0
4753,50,0,0,0
4754,50,0,42.5,-1
4755,50,0,85,-1
4756,26.47058824,0,127.5,-1
4757,0,50,150,-0.529411765
4758,0,50,100,1
4759,0,50,50,1
4760,0,0,0,1
4761,0,0,0,0
4762,50,0,0,0
4763,50,0,42.5,-1
4764,50,0,85,-1
4765,0,0,127.5,-1
4766,35.29411765,0,127.5,0
4767,50,0,157.5,-0.705882353
4768,0,0,200,-1
4769,0,0,200,0
4770,0,50,200,0
4771,0,50,150,1
4772,0,50,100,1
4773,0,50,50,1
4774,0,0,0,1
4775,0,0,0,0
4776,0,0,0,0
4777,50,0,0,0
4778,50,0,42.5,-1
4779,50,0,85,-1
4780,26.47058824,0,127.5,-1
4781,0,50,150,-0.529411765
4782,0,50,100,1
4783,0,50,50,1
4784,0,0,0,1
4785,0,0,0,0
4786,0,0,0,0
4787,0,0,0,0
4788,50,0,0,0
4789,50,0,42.5,-1
4790,50,0,85,-1
4791,50,0,127.5,-1
4792,35.29411765,0,170,-1
4793,0,0,200,-0.705882353
4794,0,50,200,0
4795,0,50,150,1
4796,0,50,100,1
4797,0,50,50,1
4798,0,0,0,1
4799,0,0,0,0
4800,0,0,0,0
4801,50,0,0,0
4802,50,0,42.5,-1
4803,50,0,85,-1
4804,26.47058824,0,127.5,-1
4805,0,50,150,-0.529411765
4806,0,50,100,1
4807,0,50,50,1
4808,0,0,0,1
4809,0,0,0,0
4810,0,0,0,0
4811,50,0,0,0
4812,50,0,42.5,-1
4813,50,0,85,-1
4814,50,0,127.5,-1
4815,35.29411765,0,170,-1
4816,0,0,200,-0.705882353
4817,0,0,200,0
4818,0,50,200,0
4819,0,50,150,1
4820,0,50,100,1
4821,0,50,50,1
4822,0,0,0,1
4823,0,0,0,0
4824,0,0,0,0
4825,50,0,0,0
4826,50,0,42.5,-1
4827,50,0,85,-1
4828,50,0,127.5,-1
4829,0,50,170,-1
4830,0,50,120,1
4831,0,50,70,1
4832,0,20,20,1
4833,0,0,0,0.4
4834,0,0,0,0
4835,50,0,0,0
4836,50,0,42.5,-1
4837,50,0,85,-1
4838,50,0,127.5,-1
4839,35.29411765,0,170,-1
4840,0,0,200,-0.705882353
4841,0,0,200,0
4842,0,0,200,0
4843,0,50,200,0
4844,0,50,150,1
4845,0,50,100,1
4846,0,50,50,1
4847,0,0,0,1
4848,0,0,0,0
4849,17.64705882,0,0,0
4850,50,0,15,-0.352941176
4851,50,0,57.5,-1
4852,0,0,100,-1
4853,0,50,100,0
4854,0,50,50,1
4855,0,0,0,1
4856,0,0,0,0
4857,50,0,0,0
4858,50,0,42.5,-1
4859,50,0,85,-1
4860,50,0,127.5,-1
4861,35.29411765,0,170,-1
4862,0,0,200,-0.705882353
4863,0,0,200,0
4864,0,0,200,0
4865,0,0,200,0
4866,0,50,200,0
4867,0,50,150,1
4868,0,50,100,1
4869,0,50,50,1
4870,0,0,0,1
4871,0,0,0,0
4872,0,0,0,0
4873,0,0,0,0
4874,0,0,0,0
4875,0,0,0,0
4876,0,0,0,0
4877,0,0,0,0
4878,0,0,0,0
4879,0,0,0,0
4880,50,0,0,0
4881,50,0,42.5,-1
4882,50,0,85,-1
4883,50,0,127.5,-1
4884,35.29411765,0,170,-1
4885,0,0,200,-0.705882353
4886,0,0,200,0
4887,0,0,200,0
4888,0,0,200,0
4889,0,0,200,0
4890,0,50,200,0
4891,0,50,150,1
4892,0,50,100,1
4893,0,50,50,1
4894,0,0,0,1
4895,0,0,0,0
4896,0,0,0,0
4897,50,0,0,0
4898,50,0,42.5,-1
4899,50,0,85,-1
4900,26.47058824,0,127.5,-1
4901,0,50,150,-0.529411765
4902,0,50,100,1
4903,0,50,50,1
4904,50,0,0,1
4905,35.29411765,0,42.5,-1
4906,50,0,72.5,-0.705882353
4907,50,0,115,-1
4908,0,0,157.5,-1
4909,0,0,157.5,0
4910,50,0,157.5,0
4911,0,0,200,-1
4912,0,0,200,0
4913,0,0,200,0
4914,0,50,200,0
4915,0,50,150,1
4916,0,50,100,1
4917,0,50,50,1
4918,0,0,0,1
4919,0,0,0,0
4920,0,0,0,0
4921,50,0,0,0
4922,50,0,42.5,-1
4923,50,0,85,-1
4924,26.47058824,0,127.5,-1
4925,0,50,150,-0.529411765
4926,0,50,100,1
4927,0,50,50,1
4928,0,0,0,1
4929,50,0,0,0
4930,50,0,42.5,-1
4931,50,0,85,-1
4932,50,0,127.5,-1
4933,0,0,170,-1
4934,0,0,170,0
4935,35.29411765,0,170,0
4936,0,0,200,-0.705882353
4937,0,0,200,0
4938,0,50,200,0
4939,0,50,150,1
4940,0,50,100,1
4941,0,50,50,1
4942,0,0,0,1
4943,0,0,0,0
4944,0,0,0,0
4945,50,0,0,0
4946,50,0,42.5,-1
4947,50,0,85,-1
4948,26.47058824,0,127.5,-1
4949,0,50,150,-0.529411765
4950,0,50,100,1
4951,0,50,50,1
4952,0,0,0,1
4953,0,0,0,0
4954,50,0,0,0
4955,50,0,42.5,-1
4956,35.29411765,0,85,-1
4957,50,0,115,-0.705882353
4958,0,0,157.5,-1
4959,50,0,157.5,0
4960,0,0,200,-1
4961,0,0,200,0
4962,0,50,200,0
4963,0,50,150,1
4964,0,50,100,1
4965,0,50,50,1
4966,0,0,0,1
4967,0,0,0,0
4968,0,0,0,0
4969,50,0,0,0
4970,50,0,42.5,-1
4971,50,0,85,-1
4972,26.47058824,0,127.5,-1
4973,0,50,150,-0.529411765
4974,0,50,100,1
4975,0,50,50,1
4976,0,0,0,1
4977,0,0,0,0
4978,0,0,0,0
4979,50,0,0,0
4980,50,0,42.5,-1
4981,50,0,85,-1
4982,50,0,127.5,-1
4983,35.29411765,0,170,-1
4984,0,0,200,-0.705882353
4985,0,0,200,0
4986,0,50,200,0
4987,0,50,150,1
4988,0,50,100,1
4989,0,50,50,1
4990,0,0,0,1
4991,0,0,0,0
4992,0,0,0,0
4993,50,0,0,0
4994,50,0,42.5,-1
4995,50,0,85,-1
4996,26.47058824,0,127.5,-1
4997,0,50,150,-0.529411765
4998,0,50,100,1
4999,0,50,50,1
5000,0,0,0,1
5001,0,0,0,0
5002,0,0,0,0
5003,0,0,0,0
5004,35.29411765,0,0,0
5005,50,0,30,-0.705882353
5006,50,0,72.5,-1
5007,50,0,115,-1
5008,50,0,157.5,-1
5009,0,0,200,-1
5010,0,50,200,0
5011,0,50,150,1
5012,0,50,100,1
5013,0,50,50,1
5014,0,0,0,1
5015,0,0,0,0
5016,0,0,0,0
5017,0,0,0,0
5018,50,0,0,0
5019,50,0,42.5,-1
5020,17.64705882,0,85,-1
5021,0,50,100,-0.352941176
5022,0,50,50,1
5023,0,0,0,1
5024,0,0,0,0
5025,0,0,0,0
5026,35.29411765,0,0,0
5027,50,0,30,-0.705882353
5028,50,0,72.5,-1
5029,50,0,115,-1
5030,50,0,157.5,-1
5031,0,0,200,-1
5032,0,0,200,0
5033,0,0,200,0
5034,0,50,200,0
5035,0,50,150,1
5036,0,50,100,1
5037,0,50,50,1
5038,0,0,0,1
5039,0,0,0,0
5040,0,0,0,0
5041,0,0,0,0
5042,0,0,0,0
5043,8.823529412,0,0,0
5044,50,0,7.5,-0.176470588
5045,0,50,50,-1
5046,0,0,0,1
5047,0,0,0,0
5048,0,0,0,0
5049,0,0,0,0
5050,50,0,0,0
5051,50,0,42.5,-1
5052,50,0,85,-1
5053,50,0,127.5,-1
5054,35.29411765,0,170,-1
5055,0,0,200,-0.705882353
5056,0,0,200,0
5057,0,0,200,0
5058,0,50,200,0
5059,0,50,150,1
5060,0,50,100,1
5061,0,50,50,1
5062,0,0,0,1
5063,0,0,0,0
5064,50,0,0,0
5065,50,0,42.5,-1
5066,50,0,85,-1
5067,50,0,127.5,-1
5068,35.29411765,0,170,-1
5069,0,50,200,-0.705882353
5070,0,50,150,1
5071,0,50,100,1
5072,0,0,50,1
5073,50,0,50,0
5074,0,0,92.5,-1
5075,0,0,92.5,0
5076,0,0,92.5,0
5077,26.47058824,0,92.5,0
5078,50,0,115,-0.529411765
5079,50,0,157.5,-1
5080,0,0,200,-1
5081,0,0,200,0
5082,0,50,200,0
5083,0,50,150,1
5084,0,50,100,1
5085,0,50,50,1
5086,0,0,0,1
5087,35.29411765,0,0,0
5088,0,0,30,-0.705882353
5089,50,0,30,0
5090,50,0,72.5,-1
5091,50,0,115,-1
5092,50,0,157.5,-1
5093,0,50,200,-1
5094,0,50,150,1
5095,0,50,100,1
5096,0,50,50,1
5097,0,0,0,1
5098,35.29411765,0,0,0
5099,50,0,30,-0.705882353
5100,50,0,72.5,-1
5101,50,0,115,-1
5102,50,0,157.5,-1
5103,0,0,200,-1
5104,0,0,200,0
5105,0,0,200,0
5106,0,0,200,0
5107,0,50,200,0
5108,0,50,150,1
5109,0,50,100,1
5110,0,50,50,1
5111,0,0,0,1
5112,35.29411765,0,0,0
5113,50,0,30,-0.705882353
5114,50,0,72.5,-1
5115,50,0,115,-1
5116,50,0,157.5,-1
5117,0,50,200,-1
5118,0,50,150,1
5119,0,50,100,1
5120,0,50,50,1
5121,0,0,0,1
5122,0,0,0,0
5123,50,0,0,0
5124,35.29411765,0,42.5,-1
5125,50,0,72.5,-0.705882353
5126,50,0,115,-1
5127,50,0,157.5,-1
5128,0,0,200,-1
5129,0,0,200,0
5130,0,0,200,0
5131,0,50,200,0
5132,0,50,150,1
5133,0,50,100,1
5134,0,50,50,1
5135,0,0,0,1
5136,0,0,0,0
5137,50,0,0,0
5138,50,0,42.5,-1
5139,50,0,85,-1
5140,50,0,127.5,-1
5141,0,50,170,-1
5142,0,50,120,1
5143,0,50,70,1
5144,0,20,20,1
5145,0,0,0,0.4
5146,0,0,0,0
5147,50,0,0,0
5148,0,0,42.5,-1
5149,50,0,42.5,0
5150,50,0,85,-1
5151,50,0,127.5,-1
5152,35.29411765,0,170,-1
5153,0,0,200,-0.705882353
5154,0,0,200,0
5155,0,50,200,0
5156,0,50,150,1
5157,0,50,100,1
5158,0,50,50,1
5159,0,0,0,1
5160,0,0,0,0
5161,26.47058824,0,0,0
5162,50,0,22.5,-0.529411765
5163,50,0,65,-1
5164,50,0,107.5,-1
5165,0,50,150,-1
5166,0,50,100,1
5167,0,50,50,1
5168,0,0,0,1
5169,35.29411765,0,0,0
5170,50,0,30,-0.705882353
5171,50,0,72.5,-1
5172,50,0,115,-1
5173,50,0,157.5,-1
5174,0,0,200,-1
5175,0,0,200,0
5176,0,0,200,0
5177,0,0,200,0
5178,0,50,200,0
5179,0,50,150,1
5180,0,50,100,1
5181,0,50,50,1
5182,0,0,0,1
5183,0,0,0,0
5184,0,0,0,0
5185,0,0,0,0
5186,8.823529412,0,0,0
5187,0,0,7.5,-0.176470588
5188,50,0,7.5,0
5189,0,0,50,-1
5190,0,50,50,0
5191,0,0,0,1
5192,50,0,0,0
5193,50,0,42.5,-1
5194,50,0,85,-1
