OUTAGE_DATE,Hour,Type,Trading Hub,Outage,Report Date
2018-10-21,12,Renewable,SP15,268.11,2018-10-20
2018-10-21,13,Renewable,SP15,268.11,2018-10-20
2018-10-21,14,Renewable,SP15,268.11,2018-10-20
2018-10-21,15,Renewable,SP15,268.11,2018-10-20
2018-10-21,16,Renewable,SP15,264.51,2018-10-20
2018-10-21,17,Renewable,SP15,264.51,2018-10-20
2018-10-21,18,Renewable,SP15,264.51,2018-10-20
2018-10-21,19,Renewable,SP15,314.36,2018-10-20
2018-10-21,20,Renewable,SP15,314.36,2018-10-20
2018-10-21,21,Renewable,SP15,314.36,2018-10-20
2018-10-21,22,Renewable,SP15,314.36,2018-10-20
2018-10-21,23,Renewable,SP15,314.36,2018-10-20
2018-10-21,24,Renewable,SP15,314.36,2018-10-20
2018-10-21,1,Thermal,SP15,3258.15,2018-10-20
2018-10-21,2,Thermal,SP15,3736.38,2018-10-20
2018-10-21,3,Thermal,SP15,3730.61,2018-10-20
2018-10-21,4,Thermal,SP15,3726.22,2018-10-20
2018-10-21,5,Thermal,SP15,3724.33,2018-10-20
2018-10-21,6,Thermal,SP15,3238.3,2018-10-20
2018-10-21,7,Thermal,SP15,3235.05,2018-10-20
2018-10-21,8,Thermal,SP15,3240.76,2018-10-20
2018-10-21,9,Thermal,SP15,3265.4,2018-10-20
2018-10-21,10,Thermal,SP15,3267.8,2018-10-20
2018-10-21,11,Thermal,SP15,3275.7,2018-10-20
2018-10-21,12,Thermal,SP15,3296.14,2018-10-20
2018-10-21,13,Thermal,SP15,3300.71,2018-10-20
2018-10-21,14,Thermal,SP15,3302.3,2018-10-20
2018-10-21,15,Thermal,SP15,3302.25,2018-10-20
2018-10-21,16,Thermal,SP15,3304.07,2018-10-20
2018-10-21,17,Thermal,SP15,3303.96,2018-10-20
2018-10-21,18,Thermal,SP15,3299.49,2018-10-20
2018-10-21,19,Thermal,SP15,3283.01,2018-10-20
2018-10-21,20,Thermal,SP15,3265.88,2018-10-20
2018-10-21,21,Thermal,SP15,3259.35,2018-10-20
2018-10-21,22,Thermal,SP15,3254.25,2018-10-20
2018-10-21,23,Thermal,SP15,3249.0,2018-10-20
2018-10-21,24,Thermal,SP15,3245.0,2018-10-20
2018-10-22,1,Hydro,SP15,884.37,2018-10-21
2018-10-22,2,Hydro,SP15,884.37,2018-10-21
2018-10-22,3,Hydro,SP15,884.37,2018-10-21
2018-10-22,4,Hydro,SP15,884.37,2018-10-21
2018-10-22,5,Hydro,SP15,884.37,2018-10-21
2018-10-22,6,Hydro,SP15,884.37,2018-10-21
2018-10-22,7,Hydro,SP15,924.37,2018-10-21
2018-10-22,8,Hydro,SP15,924.37,2018-10-21
2018-10-22,9,Hydro,SP15,924.37,2018-10-21
2018-10-22,10,Hydro,SP15,924.37,2018-10-21
2018-10-22,11,Hydro,SP15,924.37,2018-10-21
2018-10-22,12,Hydro,SP15,924.37,2018-10-21
2018-10-22,13,Hydro,SP15,924.37,2018-10-21
2018-10-22,14,Hydro,SP15,924.37,2018-10-21
2018-10-22,15,Hydro,SP15,924.37,2018-10-21
2018-10-22,16,Hydro,SP15,924.37,2018-10-21
2018-10-22,17,Hydro,SP15,924.37,2018-10-21
2018-10-22,18,Hydro,SP15,924.37,2018-10-21
2018-10-22,19,Hydro,SP15,794.37,2018-10-21
2018-10-22,20,Hydro,SP15,794.37,2018-10-21
2018-10-22,21,Hydro,SP15,794.37,2018-10-21
2018-10-22,22,Hydro,SP15,924.37,2018-10-21
2018-10-22,23,Hydro,SP15,924.37,2018-10-21
2018-10-22,24,Hydro,SP15,924.37,2018-10-21
2018-10-22,1,Renewable,SP15,314.91,2018-10-21
2018-10-22,2,Renewable,SP15,314.91,2018-10-21
2018-10-22,3,Renewable,SP15,314.91,2018-10-21
2018-10-22,4,Renewable,SP15,314.91,2018-10-21
2018-10-22,5,Renewable,SP15,314.91,2018-10-21
2018-10-22,6,Renewable,SP15,270.06,2018-10-21
2018-10-22,7,Renewable,SP15,270.06,2018-10-21
2018-10-22,8,Renewable,SP15,282.46,2018-10-21
2018-10-22,9,Renewable,SP15,268.29,2018-10-21
2018-10-22,10,Renewable,SP15,268.29,2018-10-21
2018-10-22,11,Renewable,SP15,268.29,2018-10-21
2018-10-22,12,Renewable,SP15,268.29,2018-10-21
2018-10-22,13,Renewable,SP15,264.5,2018-10-21
2018-10-22,14,Renewable,SP15,264.5,2018-10-21
2018-10-22,15,Renewable,SP15,265.7,2018-10-21
2018-10-22,16,Renewable,SP15,265.1,2018-10-21
2018-10-22,17,Renewable,SP15,259.1,2018-10-21
2018-10-22,18,Renewable,SP15,249.1,2018-10-21
2018-10-22,19,Renewable,SP15,802.01,2018-10-21
2018-10-22,20,Renewable,SP15,867.03,2018-10-21
2018-10-22,21,Renewable,SP15,867.03,2018-10-21
2018-10-22,22,Renewable,SP15,865.03,2018-10-21
2018-10-22,23,Renewable,SP15,1161.22,2018-10-21
2018-10-22,24,Renewable,SP15,1161.22,2018-10-21
2018-10-22,1,Thermal,SP15,3314.79,2018-10-21
2018-10-22,2,Thermal,SP15,3809.39,2018-10-21
2018-10-22,3,Thermal,SP15,3806.7,2018-10-21
2018-10-22,4,Thermal,SP15,3802.53,2018-10-21
2018-10-22,5,Thermal,SP15,3798.2,2018-10-21
2018-10-22,6,Thermal,SP15,3312.47,2018-10-21
2018-10-22,7,Thermal,SP15,3356.02,2018-10-21
2018-10-22,8,Thermal,SP15,3303.95,2018-10-21
2018-10-22,9,Thermal,SP15,3347.73,2018-10-21
2018-10-22,10,Thermal,SP15,3369.96,2018-10-21
2018-10-22,11,Thermal,SP15,3370.04,2018-10-21
2018-10-22,12,Thermal,SP15,3390.57,2018-10-21
2018-10-22,13,Thermal,SP15,3398.57,2018-10-21
2018-10-22,14,Thermal,SP15,3378.36,2018-10-21
2018-10-22,15,Thermal,SP15,3382.43,2018-10-21
2018-10-22,16,Thermal,SP15,3382.27,2018-10-21
2018-10-22,17,Thermal,SP15,3378.89,2018-10-21
2018-10-22,18,Thermal,SP15,3370.66,2018-10-21
2018-10-22,19,Thermal,SP15,3317.03,2018-10-21
2018-10-22,20,Thermal,SP15,3298.33,2018-10-21
2018-10-22,21,Thermal,SP15,3293.93,2018-10-21
2018-10-22,22,Thermal,SP15,3289.15,2018-10-21
2018-10-22,23,Thermal,SP15,3282.18,2018-10-21
2018-10-22,24,Thermal,SP15,3295.0,2018-10-21
2018-10-23,1,Hydro,SP15,731.87,2018-10-22
2018-10-23,2,Hydro,SP15,731.87,2018-10-22
2018-10-23,3,Hydro,SP15,731.87,2018-10-22
2018-10-23,4,Hydro,SP15,731.87,2018-10-22
2018-10-23,5,Hydro,SP15,731.87,2018-10-22
2018-10-23,6,Hydro,SP15,731.87,2018-10-22
2018-10-23,7,Hydro,SP15,731.87,2018-10-22
2018-10-23,8,Hydro,SP15,731.87,2018-10-22
2018-10-23,9,Hydro,SP15,731.87,2018-10-22
2018-10-23,10,Hydro,SP15,731.87,2018-10-22
2018-10-23,11,Hydro,SP15,731.87,2018-10-22
2018-10-23,12,Hydro,SP15,731.87,2018-10-22
2018-10-23,13,Hydro,SP15,731.87,2018-10-22
2018-10-23,14,Hydro,SP15,731.87,2018-10-22
2018-10-23,15,Hydro,SP15,731.87,2018-10-22
2018-10-23,16,Hydro,SP15,731.87,2018-10-22
2018-10-23,17,Hydro,SP15,731.87,2018-10-22
2018-10-23,18,Hydro,SP15,731.87,2018-10-22
2018-10-23,19,Hydro,SP15,731.87,2018-10-22
2018-10-23,20,Hydro,SP15,731.87,2018-10-22
2018-10-23,21,Hydro,SP15,731.87,2018-10-22
2018-10-23,22,Hydro,SP15,731.87,2018-10-22
2018-10-23,23,Hydro,SP15,731.87,2018-10-22
2018-10-23,24,Hydro,SP15,731.87,2018-10-22
2018-10-23,1,Renewable,SP15,1166.07,2018-10-22
2018-10-23,2,Renewable,SP15,1166.07,2018-10-22
2018-10-23,3,Renewable,SP15,1166.07,2018-10-22
2018-10-23,4,Renewable,SP15,1166.07,2018-10-22
2018-10-23,5,Renewable,SP15,1166.07,2018-10-22
2018-10-23,6,Renewable,SP15,854.05,2018-10-22
2018-10-23,7,Renewable,SP15,386.95,2018-10-22
2018-10-23,8,Renewable,SP15,396.35,2018-10-22
2018-10-23,9,Renewable,SP15,388.01,2018-10-22
2018-10-23,10,Renewable,SP15,388.01,2018-10-22
2018-10-23,11,Renewable,SP15,388.01,2018-10-22
2018-10-23,12,Renewable,SP15,388.01,2018-10-22
2018-10-23,13,Renewable,SP15,388.01,2018-10-22
2018-10-23,14,Renewable,SP15,388.01,2018-10-22
2018-10-23,15,Renewable,SP15,389.21,2018-10-22
2018-10-23,16,Renewable,SP15,388.61,2018-10-22
2018-10-23,17,Renewable,SP15,382.61,2018-10-22
2018-10-23,18,Renewable,SP15,372.61,2018-10-22
2018-10-23,19,Renewable,SP15,1027.38,2018-10-22
2018-10-23,20,Renewable,SP15,1027.38,2018-10-22
2018-10-23,21,Renewable,SP15,1027.38,2018-10-22
2018-10-23,22,Renewable,SP15,1027.38,2018-10-22
2018-10-23,23,Renewable,SP15,1323.57,2018-10-22
2018-10-23,24,Renewable,SP15,1323.57,2018-10-22
2018-10-23,1,Thermal,SP15,3322.49,2018-10-22
2018-10-23,2,Thermal,SP15,3804.62,2018-10-22
2018-10-23,3,Thermal,SP15,3803.62,2018-10-22
2018-10-23,4,Thermal,SP15,3803.62,2018-10-22
2018-10-23,5,Thermal,SP15,3853.22,2018-10-22
2018-10-23,6,Thermal,SP15,3370.09,2018-10-22
2018-10-23,7,Thermal,SP15,3370.09,2018-10-22
2018-10-23,8,Thermal,SP15,3357.09,2018-10-22
2018-10-23,9,Thermal,SP15,3373.09,2018-10-22
2018-10-23,10,Thermal,SP15,3377.09,2018-10-22
2018-10-23,11,Thermal,SP15,3379.09,2018-10-22
2018-10-23,12,Thermal,SP15,3388.09,2018-10-22
2018-10-23,13,Thermal,SP15,3390.09,2018-10-22
2018-10-23,14,Thermal,SP15,3392.09,2018-10-22
2018-10-23,15,Thermal,SP15,3392.09,2018-10-22
2018-10-23,16,Thermal,SP15,3391.09,2018-10-22
2018-10-23,17,Thermal,SP15,3389.09,2018-10-22
2018-10-23,18,Thermal,SP15,3386.09,2018-10-22
2018-10-23,19,Thermal,SP15,3380.09,2018-10-22
2018-10-23,20,Thermal,SP15,3371.09,2018-10-22
2018-10-23,21,Thermal,SP15,3369.09,2018-10-22
2018-10-23,22,Thermal,SP15,3368.09,2018-10-22
2018-10-23,23,Thermal,SP15,3367.09,2018-10-22
2018-10-23,24,Thermal,SP15,3366.09,2018-10-22
2018-10-24,1,Hydro,SP15,688.87,2018-10-23
2018-10-24,2,Hydro,SP15,688.87,2018-10-23
2018-10-24,3,Hydro,SP15,688.87,2018-10-23
2018-10-24,4,Hydro,SP15,688.87,2018-10-23
2018-10-24,5,Hydro,SP15,688.87,2018-10-23
2018-10-24,6,Hydro,SP15,688.87,2018-10-23
2018-10-24,7,Hydro,SP15,688.87,2018-10-23
2018-10-24,8,Hydro,SP15,688.87,2018-10-23
2018-10-24,9,Hydro,SP15,688.87,2018-10-23
2018-10-24,10,Hydro,SP15,688.87,2018-10-23
2018-10-24,11,Hydro,SP15,688.87,2018-10-23
2018-10-24,12,Hydro,SP15,688.87,2018-10-23
2018-10-24,13,Hydro,SP15,688.87,2018-10-23
2018-10-24,14,Hydro,SP15,688.87,2018-10-23
2018-10-24,15,Hydro,SP15,688.87,2018-10-23
2018-10-24,16,Hydro,SP15,688.87,2018-10-23
2018-10-24,17,Hydro,SP15,688.87,2018-10-23
2018-10-24,18,Hydro,SP15,688.87,2018-10-23
2018-10-24,19,Hydro,SP15,688.87,2018-10-23
2018-10-24,20,Hydro,SP15,688.87,2018-10-23
2018-10-24,21,Hydro,SP15,688.87,2018-10-23
2018-10-24,22,Hydro,SP15,688.87,2018-10-23
2018-10-24,23,Hydro,SP15,688.87,2018-10-23
2018-10-24,24,Hydro,SP15,688.87,2018-10-23
2018-10-24,1,Renewable,SP15,1331.58,2018-10-23
2018-10-24,2,Renewable,SP15,1331.58,2018-10-23
2018-10-24,3,Renewable,SP15,1331.58,2018-10-23
2018-10-24,4,Renewable,SP15,1331.58,2018-10-23
2018-10-24,5,Renewable,SP15,1334.58,2018-10-23
2018-10-24,6,Renewable,SP15,943.58,2018-10-23
2018-10-24,7,Renewable,SP15,389.62,2018-10-23
2018-10-24,8,Renewable,SP15,399.02,2018-10-23
2018-10-24,9,Renewable,SP15,399.02,2018-10-23
2018-10-24,10,Renewable,SP15,399.02,2018-10-23
2018-10-24,11,Renewable,SP15,399.02,2018-10-23
2018-10-24,12,Renewable,SP15,396.02,2018-10-23
2018-10-24,13,Renewable,SP15,396.02,2018-10-23
2018-10-24,14,Renewable,SP15,396.02,2018-10-23
2018-10-24,15,Renewable,SP15,397.22,2018-10-23
2018-10-24,16,Renewable,SP15,396.62,2018-10-23
2018-10-24,17,Renewable,SP15,240.62,2018-10-23
2018-10-24,18,Renewable,SP15,230.62,2018-10-23
2018-10-24,19,Renewable,SP15,303.98,2018-10-23
2018-10-24,20,Renewable,SP15,474.58,2018-10-23
2018-10-24,21,Renewable,SP15,474.58,2018-10-23
2018-10-24,22,Renewable,SP15,474.58,2018-10-23
2018-10-24,23,Renewable,SP15,770.77,2018-10-23
2018-10-24,24,Renewable,SP15,770.77,2018-10-23
2018-10-24,1,Thermal,SP15,3125.02,2018-10-23
2018-10-24,2,Thermal,SP15,3607.16,2018-10-23
2018-10-24,3,Thermal,SP15,3605.96,2018-10-23
2018-10-24,4,Thermal,SP15,3604.24,2018-10-23
2018-10-24,5,Thermal,SP15,3603.75,2018-10-23
2018-10-24,6,Thermal,SP15,3121.83,2018-10-23
2018-10-24,7,Thermal,SP15,3121.35,2018-10-23
2018-10-24,8,Thermal,SP15,3123.03,2018-10-23
2018-10-24,9,Thermal,SP15,3138.15,2018-10-23
2018-10-24,10,Thermal,SP15,3146.33,2018-10-23
2018-10-24,11,Thermal,SP15,3157.34,2018-10-23
2018-10-24,12,Thermal,SP15,3169.63,2018-10-23
2018-10-24,13,Thermal,SP15,3173.35,2018-10-23
2018-10-24,14,Thermal,SP15,3171.64,2018-10-23
2018-10-24,15,Thermal,SP15,3174.64,2018-10-23
2018-10-24,16,Thermal,SP15,3172.51,2018-10-23
2018-10-24,17,Thermal,SP15,3171.52,2018-10-23
2018-10-24,18,Thermal,SP15,3167.01,2018-10-23
2018-10-24,19,Thermal,SP15,3126.97,2018-10-23
2018-10-24,20,Thermal,SP15,3112.77,2018-10-23
2018-10-24,21,Thermal,SP15,3109.79,2018-10-23
2018-10-24,22,Thermal,SP15,3104.75,2018-10-23
2018-10-24,23,Thermal,SP15,3102.75,2018-10-23
2018-10-24,24,Thermal,SP15,3099.94,2018-10-23
2018-10-25,1,Hydro,SP15,688.87,2018-10-24
2018-10-25,2,Hydro,SP15,688.87,2018-10-24
2018-10-25,3,Hydro,SP15,688.87,2018-10-24
2018-10-25,4,Hydro,SP15,688.87,2018-10-24
2018-10-25,5,Hydro,SP15,688.87,2018-10-24
2018-10-25,6,Hydro,SP15,688.87,2018-10-24
2018-10-25,7,Hydro,SP15,688.87,2018-10-24
2018-10-25,8,Hydro,SP15,688.87,2018-10-24
2018-10-25,9,Hydro,SP15,688.87,2018-10-24
2018-10-25,10,Hydro,SP15,688.87,2018-10-24
2018-10-25,11,Hydro,SP15,688.87,2018-10-24
2018-10-25,12,Hydro,SP15,688.87,2018-10-24
2018-10-25,13,Hydro,SP15,688.87,2018-10-24
2018-10-25,14,Hydro,SP15,688.87,2018-10-24
2018-10-25,15,Hydro,SP15,688.87,2018-10-24
2018-10-25,16,Hydro,SP15,688.87,2018-10-24
2018-10-25,17,Hydro,SP15,688.87,2018-10-24
2018-10-25,18,Hydro,SP15,688.87,2018-10-24
2018-10-25,19,Hydro,SP15,688.87,2018-10-24
2018-10-25,20,Hydro,SP15,688.87,2018-10-24
2018-10-25,21,Hydro,SP15,688.87,2018-10-24
2018-10-25,22,Hydro,SP15,688.87,2018-10-24
2018-10-25,23,Hydro,SP15,688.87,2018-10-24
2018-10-25,24,Hydro,SP15,688.87,2018-10-24
2018-10-25,1,Renewable,SP15,783.02,2018-10-24
2018-10-25,2,Renewable,SP15,783.02,2018-10-24
2018-10-25,3,Renewable,SP15,783.02,2018-10-24
2018-10-25,4,Renewable,SP15,783.02,2018-10-24
2018-10-25,5,Renewable,SP15,783.02,2018-10-24
2018-10-25,6,Renewable,SP15,419.47,2018-10-24
2018-10-25,7,Renewable,SP15,248.87,2018-10-24
2018-10-25,8,Renewable,SP15,284.27,2018-10-24
2018-10-25,9,Renewable,SP15,284.27,2018-10-24
2018-10-25,10,Renewable,SP15,284.27,2018-10-24
2018-10-25,11,Renewable,SP15,284.27,2018-10-24
2018-10-25,12,Renewable,SP15,284.27,2018-10-24
2018-10-25,13,Renewable,SP15,284.27,2018-10-24
2018-10-25,14,Renewable,SP15,284.27,2018-10-24
2018-10-25,15,Renewable,SP15,291.77,2018-10-24
2018-10-25,16,Renewable,SP15,265.17,2018-10-24
2018-10-25,17,Renewable,SP15,259.17,2018-10-24
2018-10-25,18,Renewable,SP15,242.87,2018-10-24
2018-10-25,19,Renewable,SP15,481.23,2018-10-24
2018-10-25,20,Renewable,SP15,651.83,2018-10-24
2018-10-25,21,Renewable,SP15,651.83,2018-10-24
2018-10-25,22,Renewable,SP15,651.83,2018-10-24
2018-10-25,23,Renewable,SP15,948.02,2018-10-24
2018-10-25,24,Renewable,SP15,948.02,2018-10-24
2018-10-25,1,Thermal,SP15,3089.02,2018-10-24
2018-10-25,2,Thermal,SP15,3570.16,2018-10-24
2018-10-25,3,Thermal,SP15,3568.96,2018-10-24
2018-10-25,4,Thermal,SP15,3567.24,2018-10-24
2018-10-25,5,Thermal,SP15,3565.75,2018-10-24
2018-10-25,6,Thermal,SP15,3081.33,2018-10-24
2018-10-25,7,Thermal,SP15,3127.96,2018-10-24
2018-10-25,8,Thermal,SP15,3207.07,2018-10-24
2018-10-25,9,Thermal,SP15,3269.85,2018-10-24
2018-10-25,10,Thermal,SP15,3279.49,2018-10-24
2018-10-25,11,Thermal,SP15,3292.25,2018-10-24
2018-10-25,12,Thermal,SP15,3308.84,2018-10-24
2018-10-25,13,Thermal,SP15,3268.69,2018-10-24
2018-10-25,14,Thermal,SP15,3269.79,2018-10-24
2018-10-25,15,Thermal,SP15,3270.91,2018-10-24
2018-10-25,16,Thermal,SP15,3271.19,2018-10-24
2018-10-25,17,Thermal,SP15,3269.2,2018-10-24
2018-10-25,18,Thermal,SP15,3263.82,2018-10-24
2018-10-25,19,Thermal,SP15,3259.79,2018-10-24
2018-10-25,20,Thermal,SP15,3172.88,2018-10-24
2018-10-25,21,Thermal,SP15,3074.49,2018-10-24
2018-10-25,22,Thermal,SP15,3068.45,2018-10-24
2018-10-25,23,Thermal,SP15,3065.45,2018-10-24
2018-10-25,24,Thermal,SP15,3062.64,2018-10-24
2018-10-26,1,Hydro,SP15,678.17,2018-10-25
2018-10-26,2,Hydro,SP15,678.17,2018-10-25
2018-10-26,3,Hydro,SP15,678.17,2018-10-25
2018-10-26,4,Hydro,SP15,678.17,2018-10-25
2018-10-26,5,Hydro,SP15,678.17,2018-10-25
2018-10-26,6,Hydro,SP15,678.17,2018-10-25
2018-10-26,7,Hydro,SP15,678.17,2018-10-25
2018-10-26,8,Hydro,SP15,678.17,2018-10-25
2018-10-26,9,Hydro,SP15,678.17,2018-10-25
2018-10-26,10,Hydro,SP15,678.17,2018-10-25
2018-10-26,11,Hydro,SP15,678.17,2018-10-25
2018-10-26,12,Hydro,SP15,678.17,2018-10-25
2018-10-26,13,Hydro,SP15,678.17,2018-10-25
2018-10-26,14,Hydro,SP15,678.17,2018-10-25
2018-10-26,15,Hydro,SP15,678.17,2018-10-25
2018-10-26,16,Hydro,SP15,678.17,2018-10-25
2018-10-26,17,Hydro,SP15,678.17,2018-10-25
2018-10-26,18,Hydro,SP15,641.37,2018-10-25
2018-10-26,19,Hydro,SP15,641.37,2018-10-25
2018-10-26,20,Hydro,SP15,641.37,2018-10-25
2018-10-26,21,Hydro,SP15,641.37,2018-10-25
2018-10-26,22,Hydro,SP15,641.37,2018-10-25
2018-10-26,23,Hydro,SP15,641.37,2018-10-25
2018-10-26,24,Hydro,SP15,641.37,2018-10-25
2018-10-26,1,Renewable,SP15,1053.87,2018-10-25
2018-10-26,2,Renewable,SP15,1053.87,2018-10-25
2018-10-26,3,Renewable,SP15,1053.87,2018-10-25
2018-10-26,4,Renewable,SP15,1053.87,2018-10-25
2018-10-26,5,Renewable,SP15,1277.45,2018-10-25
2018-10-26,6,Renewable,SP15,913.9,2018-10-25
2018-10-26,7,Renewable,SP15,523.3,2018-10-25
2018-10-26,8,Renewable,SP15,528.7,2018-10-25
2018-10-26,9,Renewable,SP15,528.7,2018-10-25
2018-10-26,10,Renewable,SP15,528.7,2018-10-25
2018-10-26,11,Renewable,SP15,525.7,2018-10-25
2018-10-26,12,Renewable,SP15,525.7,2018-10-25
2018-10-26,13,Renewable,SP15,507.14,2018-10-25
2018-10-26,14,Renewable,SP15,507.14,2018-10-25
2018-10-26,15,Renewable,SP15,508.34,2018-10-25
2018-10-26,16,Renewable,SP15,507.74,2018-10-25
2018-10-26,17,Renewable,SP15,495.81,2018-10-25
2018-10-26,18,Renewable,SP15,265.23,2018-10-25
2018-10-26,19,Renewable,SP15,338.59,2018-10-25
2018-10-26,20,Renewable,SP15,509.19,2018-10-25
2018-10-26,21,Renewable,SP15,509.19,2018-10-25
2018-10-26,22,Renewable,SP15,509.19,2018-10-25
2018-10-26,23,Renewable,SP15,805.38,2018-10-25
2018-10-26,24,Renewable,SP15,805.38,2018-10-25
2018-10-26,1,Thermal,SP15,3141.13,2018-10-25
2018-10-26,2,Thermal,SP15,3622.27,2018-10-25
2018-10-26,3,Thermal,SP15,3621.07,2018-10-25
2018-10-26,4,Thermal,SP15,3620.35,2018-10-25
2018-10-26,5,Thermal,SP15,3618.86,2018-10-25
2018-10-26,6,Thermal,SP15,3135.44,2018-10-25
2018-10-26,7,Thermal,SP15,3133.96,2018-10-25
2018-10-26,8,Thermal,SP15,3133.8,2018-10-25
2018-10-26,9,Thermal,SP15,3153.92,2018-10-25
2018-10-26,10,Thermal,SP15,3166.1,2018-10-25
2018-10-26,11,Thermal,SP15,3180.11,2018-10-25
2018-10-26,12,Thermal,SP15,3194.9,2018-10-25
2018-10-26,13,Thermal,SP15,3199.62,2018-10-25
2018-10-26,14,Thermal,SP15,3200.75,2018-10-25
2018-10-26,15,Thermal,SP15,3201.25,2018-10-25
2018-10-26,16,Thermal,SP15,3200.62,2018-10-25
2018-10-26,17,Thermal,SP15,3198.63,2018-10-25
2018-10-26,18,Thermal,SP15,3194.12,2018-10-25
2018-10-26,19,Thermal,SP15,3186.08,2018-10-25
2018-10-26,20,Thermal,SP15,3180.88,2018-10-25
2018-10-26,21,Thermal,SP15,3048.99,2018-10-25
2018-10-26,22,Thermal,SP15,3043.95,2018-10-25
2018-10-26,23,Thermal,SP15,3040.95,2018-10-25
2018-10-26,24,Thermal,SP15,3038.14,2018-10-25
2018-10-27,1,Hydro,SP15,581.87,2018-10-26
2018-10-27,2,Hydro,SP15,581.87,2018-10-26
2018-10-27,3,Hydro,SP15,581.87,2018-10-26
2018-10-27,4,Hydro,SP15,581.87,2018-10-26
2018-10-27,5,Hydro,SP15,581.87,2018-10-26
2018-10-27,6,Hydro,SP15,581.87,2018-10-26
2018-10-27,7,Hydro,SP15,581.87,2018-10-26
2018-10-27,8,Hydro,SP15,581.87,2018-10-26
2018-10-27,9,Hydro,SP15,581.87,2018-10-26
2018-10-27,10,Hydro,SP15,581.87,2018-10-26
2018-10-27,11,Hydro,SP15,581.87,2018-10-26
2018-10-27,12,Hydro,SP15,581.87,2018-10-26
2018-10-27,13,Hydro,SP15,581.87,2018-10-26
2018-10-27,14,Hydro,SP15,581.87,2018-10-26
2018-10-27,15,Hydro,SP15,581.87,2018-10-26
2018-10-27,16,Hydro,SP15,581.87,2018-10-26
2018-10-27,17,Hydro,SP15,581.87,2018-10-26
2018-10-27,18,Hydro,SP15,581.87,2018-10-26
2018-10-27,19,Hydro,SP15,581.87,2018-10-26
2018-10-27,20,Hydro,SP15,581.87,2018-10-26
2018-10-27,21,Hydro,SP15,581.87,2018-10-26
2018-10-27,22,Hydro,SP15,581.87,2018-10-26
2018-10-27,23,Hydro,SP15,581.87,2018-10-26
2018-10-27,24,Hydro,SP15,581.87,2018-10-26
2018-10-27,1,Renewable,SP15,639.83,2018-10-26
2018-10-27,2,Renewable,SP15,639.83,2018-10-26
2018-10-27,3,Renewable,SP15,639.83,2018-10-26
2018-10-27,4,Renewable,SP15,639.83,2018-10-26
2018-10-27,5,Renewable,SP15,639.83,2018-10-26
2018-10-27,6,Renewable,SP15,270.28,2018-10-26
2018-10-27,7,Renewable,SP15,270.28,2018-10-26
2018-10-27,8,Renewable,SP15,269.68,2018-10-26
2018-10-27,9,Renewable,SP15,269.68,2018-10-26
2018-10-27,10,Renewable,SP15,269.68,2018-10-26
2018-10-27,11,Renewable,SP15,269.68,2018-10-26
2018-10-27,12,Renewable,SP15,269.68,2018-10-26
2018-10-27,13,Renewable,SP15,269.68,2018-10-26
2018-10-27,14,Renewable,SP15,269.68,2018-10-26
2018-10-27,15,Renewable,SP15,270.88,2018-10-26
2018-10-27,16,Renewable,SP15,270.28,2018-10-26
2018-10-27,17,Renewable,SP15,270.28,2018-10-26
2018-10-27,18,Renewable,SP15,270.28,2018-10-26
2018-10-27,19,Renewable,SP15,343.64,2018-10-26
2018-10-27,20,Renewable,SP15,343.64,2018-10-26
2018-10-27,21,Renewable,SP15,343.64,2018-10-26
2018-10-27,22,Renewable,SP15,343.64,2018-10-26
2018-10-27,23,Renewable,SP15,343.64,2018-10-26
2018-10-27,24,Renewable,SP15,343.64,2018-10-26
2018-10-27,1,Thermal,SP15,3669.66,2018-10-26
2018-10-27,2,Thermal,SP15,4051.19,2018-10-26
2018-10-27,3,Thermal,SP15,4046.69,2018-10-26
2018-10-27,4,Thermal,SP15,4041.44,2018-10-26
2018-10-27,5,Thermal,SP15,4039.63,2018-10-26
2018-10-27,6,Thermal,SP15,3650.58,2018-10-26
2018-10-27,7,Thermal,SP15,3644.78,2018-10-26
2018-10-27,8,Thermal,SP15,3651.3,2018-10-26
2018-10-27,9,Thermal,SP15,3673.85,2018-10-26
2018-10-27,10,Thermal,SP15,3668.24,2018-10-26
2018-10-27,11,Thermal,SP15,3681.14,2018-10-26
2018-10-27,12,Thermal,SP15,3695.79,2018-10-26
2018-10-27,13,Thermal,SP15,3701.54,2018-10-26
2018-10-27,14,Thermal,SP15,3704.5,2018-10-26
2018-10-27,15,Thermal,SP15,3709.47,2018-10-26
2018-10-27,16,Thermal,SP15,3710.34,2018-10-26
2018-10-27,17,Thermal,SP15,3709.92,2018-10-26
2018-10-27,18,Thermal,SP15,3708.6,2018-10-26
2018-10-27,19,Thermal,SP15,3698.92,2018-10-26
2018-10-27,20,Thermal,SP15,3694.99,2018-10-26
2018-10-27,21,Thermal,SP15,3658.08,2018-10-26
2018-10-27,22,Thermal,SP15,3650.7,2018-10-26
2018-10-27,23,Thermal,SP15,3644.57,2018-10-26
2018-10-27,24,Thermal,SP15,3640.64,2018-10-26
2018-10-28,1,Hydro,SP15,809.87,2018-10-27
2018-10-28,2,Hydro,SP15,809.87,2018-10-27
2018-10-28,3,Hydro,SP15,809.87,2018-10-27
2018-10-28,4,Hydro,SP15,809.87,2018-10-27
2018-10-28,5,Hydro,SP15,809.87,2018-10-27
2018-10-28,6,Hydro,SP15,809.87,2018-10-27
